x  trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,customer_id
224093,02-03-2024 08:04,3.52601E+15,"fraud_Venkatesh, Char and Chokshi Pvt Ltd",fitness_and_medical,2275.29,Lakshay,Biswas,F,"33/89, Kumar Marg, Bhavnagar-683833",Sasaram,Sikkim,,89.285252,,"Research officer, political party",07-01-1943,71.055177,89.291588,0,-3.03E+18
,12-10-2022 12:16,4.6668E+15,fraud_Dayal and Sons Pvt Ltd,entertainment,919.71,Jayan,Venkatesh,M,"H.No. 230, Bedi Ganj, Suryapet-785586",Sasaram,Uttarakhand,-42.941099,81.014215,947044,"Lecturer, further education",09-11-1980,-42.95731,81.000185,1,-1.04E+18
,,5.03863E+11,"fraud_Mangal, Rama and Anand Pvt Ltd",travel,7957.81,,Madan,M,"23/80, Lanka, Muzaffarnagar 678360",Rohtak,Chhattisgarh,-53.3562985,-40.098344,,"Librarian, academic",11/23/1943,-53.354463,,1,3.61E+18
659558,07-07-2023 21:34,2.13146E+14,"fraud_Dayal, Raval and Grover Pvt Ltd",fitness_and_medical,6018.54,,Lal,,"82, Agrawal Road, Jalna 115510",Durgapur,Andhra Pradesh,70.464916,174.938695,390641,"Teacher, secondary school",7/27/1996,70.475684,174.945137,1,
746434,4/26/2022 6:08,6.01126E+15,fraud_Kade Ltd Pvt Ltd,entertainment,5498.24,Damini,Datta,M,"19, Aurora, Cuttack-200989",Barasat,Himachal Pradesh,15.1826095,-91.29697,409755,Geochemist,1/23/1956,15.162898,-91.277677,0,-9.01E+18
812161,6/23/2022 19:07,4.61826E+15,fraud_Shukla Group Pvt Ltd,online_shopping,8948.44,Alia,Sura,F,"47/56, Sawhney Zila, Bellary-821401",Phagwara,Tripura,-73.8285675,-122.683633,10608,Hospital pharmacist,12/31/1943,-73.830204,-122.689219,0,-8.60E+18
618963,04-03-2024 21:44,2.65772E+15,fraud_Barman LLC Pvt Ltd,online_shopping,2422.39,Saanvi,Balakrishnan,F,"314, Majumdar Marg, Tirupati 468102",Bhiwani,Gujarat,-44.472575,34.026426,,Air broker,3/18/1988,-44.475856,34.012534,1,5.72E+18
971580,1/24/2024 15:22,3.57836E+15,fraud_Sama and Sons Pvt Ltd,travel,7227.98,Aradhya,Gole,F,"H.No. 917, Raj Path, Rampur-147588",Sambalpur,Telangana,18.378504,31.770217,301590,,3/23/1983,18.392944,31.786683,1,6.83E+18
452402,12/26/2023 5:54,6.01109E+15,fraud_Garde-Venkataraman Pvt Ltd,online_shopping,6011.61,Arnav,Sanghvi,M,"H.No. 954, Comar Road, Aligarh 854818",Muzaffarnagar,Tripura,40.000404,-101.194234,423275,Research scientist (medical),12-02-1938,39.995966,-101.202549,,3.05E+18
106912,6/13/2023 5:34,6.56404E+15,fraud_Chaudhari LLC Pvt Ltd,travel,8888.46,Gokul,Vala,F,"H.No. 556, Dhillon Ganj, Bathinda 244575",Jodhpur,,49.4759675,114.44412,837486,Industrial buyer,12/24/1980,49.459902,114.439012,0,-7.69E+18
384090,9/24/2022 17:18,5.01862E+11,fraud_Mangal-Karan Pvt Ltd,,8727.08,Nitara,Arora,M,"07, Krishna Nagar, Rourkela-148378",Bareilly,Maharashtra,,165.215735,116043,Manufacturing engineer,11/21/1969,-28.192251,165.224599,1,-8.29E+18
508843,02-01-2023 14:59,3.4197E+14,"fraud_Sethi, Soman and Rattan Pvt Ltd",entertainment,5269.84,Keya,Chadha,M,"06/338, Bala Path, Asansol-587915",Bidar,Bihar,0.9853635,70.007274,31004,"Engineer, petroleum",12/15/2001,1.002182,70.000638,1,6.65E+18
531635,2/13/2023 23:50,2.13172E+14,fraud_Singhal-Chana Pvt Ltd,entertainment,9547.41,Aayush,Gera,F,"H.No. 99, Chana Zila, Bhubaneswar 200671",Jamalpur,Goa,34.3534255,5.933311,583360,Sports development officer,03-08-1975,,5.92808,1,2.31E+18
,06-01-2023 04:02,3.78091E+14,fraud_Lalla-Jha Pvt Ltd,fitness_and_medical,1446.2,Saira,Subramaniam,F,"H.No. 215, Solanki Chowk, Bhubaneswar 364691",,Goa,54.0017015,-16.600365,921973,"Buyer, industrial",2/18/1997,,,1,
958244,03-09-2024 00:55,5.81011E+11,,travel,3917.43,Mishti,Varughese,F,,Ozhukarai,,-78.03301,11.983687,466540,,5/31/1975,-78.039174,11.99609,0,-1.67E+18
942432,12-09-2022 21:35,6.7633E+11,fraud_Issac Inc Pvt Ltd,entertainment,183.66,Aayush,Deshpande,M,"H.No. 235, Bhattacharyya Zila, Sultan Pur Majra-847955",Latur,Maharashtra,55.3662245,172.892662,660473,Risk analyst,11/19/2005,,172.892896,1,2.78E+18
533648,,,fraud_Sastry and Sons Pvt Ltd,entertainment,4624.15,Rohan,Batra,M,"24, Ratti Zila, Hospet-384229",Aurangabad,Punjab,80.5812845,14.61034,63081,Event organiser,12-02-1974,80.595197,14.591647,0,
954550,10-06-2022 12:31,4.39E+18,fraud_Deol LLC Pvt Ltd,entertainment,5838.64,Raghav,Malhotra,F,"19/493, Loyal Street, Bettiah 904658",Thanjavur,Andhra Pradesh,-63.620463,-56.261547,739524,Retail banker,8/20/1944,-63.639625,-56.274243,0,-5.37E+18
625268,9/16/2022 17:22,5.01852E+11,"fraud_Dubey, Bhattacharyya and Sarkar Pvt Ltd",travel,7180.31,Elakshi,Varty,M,"93/26, Ganguly Street, Ghaziabad 866293",Muzaffarnagar,Maharashtra,-19.907272,30.770262,254943,,1/28/1951,-19.905628,30.782762,0,3.39E+18
495172,03-06-2023 10:27,6.01171E+15,,online_shopping,7773.76,Arnav,Rama,M,"62/371, Sridhar Circle, Thiruvananthapuram 530353",Saharsa,Sikkim,,-152.187949,,Furniture conservator/restorer,,-51.562009,-152.185219,0,-3.96E+18
156973,9/23/2022 15:47,2.13193E+14,"fraud_Saha, Tak and Yadav Pvt Ltd",,7006.51,Nitara,Malhotra,M,,Ballia,Meghalaya,50.2320755,-132.22462,621313,Mechanical engineer,1/30/1966,50.24938,-132.234535,1,-5.69E+18
,,4.85978E+15,fraud_Luthra-Contractor Pvt Ltd,entertainment,4206.01,Nirvaan,Kade,M,"H.No. 31, Venkatesh Zila, Kakinada 881042",,Manipur,-36.37544,-178.929796,375413,Orthoptist,12-01-1997,,-178.949499,,-1.50E+18
243703,11/13/2023 10:41,4.27418E+15,fraud_Sekhon and Sons Pvt Ltd,entertainment,2520.49,Aarav,,M,,Tumkur,,58.137308,104.929255,260481,"Administrator, education",02-04-1942,58.130743,104.914807,0,-6.41E+18
685416,,4.2739E+15,"fraud_Hora, Tella and Bawa Pvt Ltd",online_shopping,3294.28,,Soni,F,"728, Anne Road, Madhyamgram-169150",Shahjahanpur,Punjab,31.0135865,-134.108347,509899,Public relations account executive,7/27/1996,31.002006,-134.121969,1,6.15E+18
692967,9/30/2023 8:58,4.78531E+15,fraud_Bobal LLC Pvt Ltd,entertainment,4353.69,Saksham,Kakar,M,"12/090, Savant Nagar, Shahjahanpur-486935",Pudukkottai,Telangana,-22.1575015,159.935868,,"Engineer, agricultural",01-03-1954,-22.165139,159.942625,1,6.92E+17
155756,7/31/2023 9:25,2.26278E+15,fraud_Mammen-Doctor Pvt Ltd,,6984.87,Gokul,Varughese,M,"28/56, Sengupta Path, Unnao 973748",Katni,Uttar Pradesh,-14.211887,137.992238,985390,Chartered certified accountant,7/21/1960,-14.199368,,1,5.75E+18
361497,3/23/2024 0:36,3.7502E+14,"fraud_Apte, Rajagopalan and Toor Pvt Ltd",online_shopping,587.49,Aayush,Loyal,F,"982, Behl Circle, Karimnagar-927708",Proddatur,Uttarakhand,31.2899005,30.313619,771900,Legal executive,10-12-1974,31.27353,30.326403,1,-1.96E+18
823698,11/26/2023 14:42,3.00721E+13,"fraud_Randhawa, Thakur and Bobal Pvt Ltd",online_shopping,2851,Anay,Mander,,"64, Kanda Path, Kamarhati 779250",Katihar,Assam,59.4701575,168.095106,367204,Youth worker,9/26/1975,59.452058,168.113275,1,-6.41E+16
106580,3/25/2024 11:46,3.51021E+15,,travel,7594.79,Rati,Doctor,M,"H.No. 57, Bava Marg, Secunderabad-314339",Guntur,Nagaland,-14.4630785,95.284591,736218,Housing manager/officer,10/19/1955,-14.466737,95.289596,,-2.82E+18
984843,12/13/2023 0:00,4.83669E+15,fraud_Yadav-Shetty Pvt Ltd,travel,4057.86,Madhav,Kapoor,M,"74, Gala Chowk, Bokaro 249994",Rewa,Manipur,-68.639025,132.93282,269097,Clinical psychologist,,-68.630362,132.932145,0,-5.57E+18
816937,,3.62148E+13,"fraud_Tandon, Basu and Choudhary Pvt Ltd",online_shopping,3802.48,Advik,,M,"H.No. 410, Keer Street, Narasaraopet 342090",Bally,Arunachal Pradesh,-72.670899,73.516532,301213,Contractor,12/23/1967,-72.651017,73.501837,1,-8.89E+18
788207,11/16/2022 12:03,4.95692E+15,"fraud_Soman, Yohannan and Shroff Pvt Ltd",online_shopping,3637.6,Mohanlal,Reddy,F,"41/37, Brahmbhatt Path, Yamunanagar-347766",Secunderabad,Tamil Nadu,22.3163085,33.083523,,Ergonomist,10/15/1950,22.306642,33.099812,1,-4.22E+18
561096,08-01-2023 17:44,3.01554E+13,"fraud_Batra, Mane and Tata Pvt Ltd",travel,4757.16,Azad,Desai,M,"H.No. 52, Shetty Street, Silchar-943950",Bijapur,Rajasthan,-32.32532,-89.140094,172612,Building services engineer,8/26/1976,-32.330832,,0,
126009,02-11-2024 15:15,4.79123E+15,"fraud_Date, Kurian and Sule Pvt Ltd",,738.24,Miraan,Srivastava,F,"84/474, Baria Road, Adoni-525538",Davanagere,Tripura,20.6144135,-86.920922,520330,Financial risk analyst,10/28/1965,20.600334,-86.902486,1,2.07E+18
341090,07-06-2022 11:41,3.50123E+15,fraud_Dada Inc Pvt Ltd,online_shopping,6958.25,Tiya,Viswanathan,F,"74, Kumer Street, Mehsana-459229",,Mizoram,-89.8207475,58.029043,440292,Energy manager,7/20/1958,-89.809788,,1,6.32E+18
137751,4/17/2022 16:15,4.03115E+15,,entertainment,5497.95,Mahika,Edwin,M,"H.No. 160, Kalita Ganj, Rohtak-377439",Durgapur,Rajasthan,-41.8450655,-33.71324,,Counselling psychologist,02-07-1992,-41.838546,-33.729643,1,-2.07E+18
785877,,3.53908E+15,fraud_Venkatesh-Zachariah Pvt Ltd,entertainment,8147.7,Ishita,Bhatia,M,"H.No. 789, Saha Circle, Bhilai 505299",Udaipur,Chhattisgarh,16.785249,-99.901979,735509,"Programme researcher, broadcasting/film/video",06-09-1996,,-99.883334,1,6.49E+18
346308,6/14/2022 12:58,3.76163E+14,"fraud_Barad, Keer and Arora Pvt Ltd",online_shopping,3884.28,Gatik,Desai,F,"76/14, Kumar Street, Dhanbad-071691",Bhagalpur,Madhya Pradesh,89.379337,138.520168,224572,IT trainer,,89.366462,138.53362,1,7.42E+18
203855,10-02-2022 20:28,6.7632E+11,,entertainment,930.35,Umang,Mahajan,F,"H.No. 386, Sheth Chowk, Guwahati-508634",Jalna,Andhra Pradesh,71.811334,122.599625,266665,Curator,02-12-1970,71.805526,122.589519,1,3.39E+18
678029,10/28/2023 11:40,4.4669E+15,fraud_Salvi Inc Pvt Ltd,online_shopping,4189.05,Indrans,,M,"37/360, Kar Nagar, Panipat-737133",Surat,Haryana,-49.203127,-157.619674,265681,Medical illustrator,01-12-1957,-49.22065,,1,7.00E+18
238590,2/27/2023 22:43,3.05358E+13,fraud_Dash LLC Pvt Ltd,travel,4808.97,Ishita,Ghosh,F,,,Punjab,-9.79569,98.381044,134470,Control and instrumentation engineer,01-10-1942,-9.783361,98.368288,0,6.71E+18
210452,6/28/2023 5:08,4.02947E+15,"fraud_Ramachandran, Bains and Sarkar Pvt Ltd",entertainment,2859.46,Vivaan,Ramaswamy,M,"38, Bhakta Road, Sambalpur-276910",Kirari Suleman Nagar,Gujarat,38.17547,-74.502767,196234,,03-07-1971,,-74.499564,1,2.63E+18
440702,6/23/2023 1:15,3.50702E+15,fraud_Char-Dani Pvt Ltd,,6223.93,Aayush,Sandhu,F,"H.No. 38, Raman Street, Bikaner-040145",Kolkata,Telangana,-36.389277,-111.275508,374733,,9/13/2001,-36.397244,-111.25844,1,9.09E+18
900014,2/28/2024 5:26,4.63935E+15,fraud_Rege-Kakar Pvt Ltd,entertainment,7298.65,Gatik,Mammen,F,"27/28, Gill Street, Hyderabad-310938",Thoothukudi,Assam,-8.82259,-43.621716,907414,Product manager,12/13/1973,-8.838213,-43.627489,1,8.77E+18
377273,12-04-2023 21:49,3.59754E+15,"fraud_Dugar, Chawla and Thakur Pvt Ltd",online_shopping,8327.83,Vivaan,Sandal,M,"681, Khare Ganj, Katni 635969",Rourkela,Odisha,41.9703525,-151.622035,,Film/video editor,8/27/1981,,-151.627477,1,2.29E+18
,,3.55526E+15,"fraud_Hans, Sawhney and Ahluwalia Pvt Ltd",,5822.93,,Chadha,F,"37/97, Deol Circle, Amritsar-775878",Noida,Telangana,,-160.204034,346454,"Producer, radio",12/23/1994,27.286938,-160.212687,1,7.22E+16
393501,,,"fraud_Ramaswamy, Setty and Dyal Pvt Ltd",fitness_and_medical,6758.26,Neysa,Banik,M,,Nandyal,West Bengal,-70.71291,138.899853,290562,Make,10/29/1953,-70.695228,138.908437,1,-1.18E+18
,3/23/2023 17:26,60429005576,fraud_Mander-Bahri Pvt Ltd,entertainment,6459.9,Azad,Walia,M,"79, Rattan Chowk, Miryalaguda 036057",Gopalpur,Uttarakhand,45.17825,47.068601,257296,Art gallery manager,2/17/1971,45.164603,47.066108,0,-8.85E+18
389203,01-06-2023 17:09,4.7965E+12,,travel,947.89,Ranbir,Cherian,F,"80, Rajagopal, Imphal 390340",Sri Ganganagar,Meghalaya,64.238695,87.944256,462089,Legal secretary,7/26/1965,64.229715,,0,
682924,7/24/2023 0:20,4.60388E+15,fraud_Varma-Basu Pvt Ltd,online_shopping,,Biju,Grewal,M,"H.No. 170, Kalita Circle, Durg-085714",Korba,Haryana,12.3684535,44.882242,567921,,3/31/2006,12.374203,44.877411,,5.08E+17
,06-09-2023 19:11,2.2314E+15,fraud_Seshadri Inc Pvt Ltd,entertainment,1386.15,Nishith,Sachdev,M,"54/81, Raj Marg, Madurai-813564",Tadepalligudem,,-78.321127,-151.509411,697137,Primary school teacher,9/18/1952,,-151.504394,0,
318478,1/23/2024 11:13,5.84427E+11,fraud_Randhawa Inc Pvt Ltd,fitness_and_medical,6066.68,Prerak,Solanki,M,"90/138, Bhattacharyya Zila, Mira-Bhayandar-522273",Agra,Kerala,45.1375165,120.390677,574515,Publishing rights manager,07-10-1981,45.152374,120.382291,1,5.34E+18
469719,10/13/2022 6:40,6.0117E+15,fraud_Korpal-Gola Pvt Ltd,entertainment,3643.39,Darshit,Koshy,M,"346, Mahajan Chowk, Deoghar 086072",Mathura,Sikkim,-44.592431,105.728509,978126,Air broker,9/27/1975,-44.594411,105.71929,,-2.78E+18
146952,05-12-2023 13:22,4.52051E+15,"fraud_Bajwa, Sandal and Issac Pvt Ltd",travel,9195.24,Bhavin,Rastogi,,,Purnia,Tamil Nadu,-89.6442875,-26.624657,319021,,4/26/1964,-89.628288,-26.639101,1,7.12E+18
123434,3/16/2024 10:50,4.6643E+12,"fraud_Borra, Uppal and Acharya Pvt Ltd",travel,1749.79,Shalv,Dua,M,"65/94, Setty Path, Bulandshahr 748686",,Nagaland,-16.851057,41.747687,7774,,1/17/1959,-16.852494,41.758914,0,-3.50E+18
440297,06-01-2022 23:15,3.58397E+15,fraud_Singhal Inc Pvt Ltd,travel,9886.11,Anika,Sekhon,F,"470, Kari Nagar, Dibrugarh 970310",Ongole,,,-19.624699,907355,"Conservation officer, nature",06-11-1990,-57.739394,,,
460053,10/20/2022 16:56,6.39035E+11,fraud_Reddy Ltd Pvt Ltd,,8905.22,Krish,Magar,M,,Sangli-Miraj & Kupwad,Assam,-76.592203,-171.500993,293612,"Scientist, physiological",1/20/1959,-76.579197,-171.497412,,-3.49E+18
483179,03-07-2023 10:49,3.00302E+13,fraud_Sani Group Pvt Ltd,travel,7447.63,Kanav,Bumb,M,"370, Madan Ganj, Pali-004341",,Kerala,-32.6463005,148.039168,812534,Health and safety adviser,12/13/1954,-32.632494,148.026078,1,2.11E+18
903893,7/13/2022 2:40,4.57007E+15,fraud_Boase-Suri Pvt Ltd,,1342.78,Baiju,Maharaj,M,"758, Khanna Chowk, Machilipatnam-321320",Bongaigaon,Nagaland,-56.3233225,-33.121369,555422,Research scientist (maths),03-10-2001,,-33.107462,0,7.88E+18
465644,06-07-2023 03:44,3.79447E+14,"fraud_Suresh, Bala and Iyer Pvt Ltd",online_shopping,2027.49,Tejas,Som,F,"07/144, Batta Nagar, Bangalore-161372",Vijayanagaram,Telangana,25.603413,-177.940125,438489,Interpreter,8/16/1971,25.598529,-177.930618,1,-1.03E+18
411907,12/30/2023 17:55,60465989089,fraud_Dalal-Sankaran Pvt Ltd,fitness_and_medical,2345.29,Lakshit,Rege,M,"57, Bora, Purnia-180515",Darbhanga,,40.493708,148.761873,258849,Financial controller,08-08-1976,40.485623,148.742277,1,-2.68E+18
736103,09-09-2022 11:41,3.7258E+14,"fraud_Varma, Soni and Buch Pvt Ltd",travel,3440.55,Nishith,Sunder,F,"394, Babu Zila, Cuttack-065524",Jamnagar,,89.502487,117.79902,814665,Television camera operator,8/20/1992,89.485659,117.782743,0,6.17E+18
148539,5/13/2023 23:57,3.43759E+14,"fraud_Subramaniam, Tripathi and Seshadri Pvt Ltd",online_shopping,3776.12,Ishita,Sachdev,M,"22/34, Rajagopalan Street, Kolkata-509909",Durgapur,Chhattisgarh,43.5986135,178.619993,,"Surveyor, insurance",9/23/1945,43.581605,178.618979,0,5.61E+18
647574,10/23/2023 15:52,2.13137E+14,fraud_Dhillon LLC Pvt Ltd,online_shopping,4820.77,Kavya,Dugar,F,"H.No. 13, Saxena Ganj, Shahjahanpur-644052",Rohtak,,52.611615,-166.327048,229284,Broadcast presenter,5/28/1968,52.599154,-166.312062,0,7.82E+18
681128,04-02-2024 09:09,3.75767E+14,,fitness_and_medical,8207.57,,Sawhney,F,"H.No. 700, Dara Chowk, Allahabad 596151",Khandwa,Uttar Pradesh,,26.394746,536239,Physiological scientist,1/28/1967,86.294397,26.395283,1,1.83E+18
109735,08-06-2023 05:39,3.56728E+15,"fraud_Gupta, Chandran and Doshi Pvt Ltd",fitness_and_medical,2346.85,Vritika,Bajwa,F,"H.No. 676, Badami Ganj, Jabalpur 447600",Nangloi Jat,Maharashtra,73.981084,-141.056146,734876,Air broker,11/16/1957,73.979889,-141.072106,0,-7.99E+18
916505,01-12-2024 11:24,,"fraud_Sharaf, Suri and Basak Pvt Ltd",entertainment,1495.11,Prerak,Khosla,M,"10/409, Chaudhuri Circle, Jalgaon 397319",Satna,Jharkhand,,-33.980314,372329,Claims inspector/assessor,8/18/1948,-25.516457,-33.971547,0,4.38E+18
279425,09-01-2022 04:59,6.52314E+15,"fraud_Doshi, Wason and Sarin Pvt Ltd",travel,2868.89,Kabir,,M,"94/435, Kohli Chowk, Jamalpur 911329",Alappuzha,West Bengal,-76.8765005,179.88723,737561,"Education officer, environmental",1/18/2005,-76.893348,179.877529,1,-5.11E+18
974022,9/26/2022 0:58,4.07E+18,"fraud_Bhattacharyya, Borah and Mand Pvt Ltd",travel,,Fateh,Warrior,M,"H.No. 556, Varughese Nagar, Hospet-232697",Sikar,Uttar Pradesh,29.2654745,,669810,Community pharmacist,,29.262006,-149.298549,0,-4.93E+18
861083,9/17/2022 5:13,4.22E+18,fraud_Sachdev and Sons Pvt Ltd,fitness_and_medical,9160.46,Heer,Bali,,"H.No. 57, Mahajan Nagar, North Dumdum 011681",Hyderabad,Madhya Pradesh,-38.413214,2.810867,696237,"Merchandiser, retail",10-09-1960,-38.395994,2.796513,0,-5.68E+18
,,2.13189E+14,fraud_Ghosh-Kota Pvt Ltd,fitness_and_medical,432.02,,Kalita,F,"120, Kurian Marg, Salem-584010",Ahmednagar,Kerala,57.980429,143.102776,673798,"Librarian, academic",09-11-1991,57.968825,,0,3.71E+18
440525,11-06-2023 00:06,2.13185E+14,"fraud_Walia, Dada and Chaudry Pvt Ltd",fitness_and_medical,2600.41,Zara,Badami,M,"H.No. 917, Chawla Marg, Khandwa 585652",Patiala,Madhya Pradesh,,68.633687,831219,Armed forces training and education officer,08-02-1983,-13.454746,68.624796,1,3.82E+18
204313,3/21/2024 9:03,4.31666E+12,fraud_D’Alia Group Pvt Ltd,online_shopping,5054.35,Taran,Bhatnagar,F,"84/68, Wadhwa Marg, Panchkula-999066",Aurangabad,Jharkhand,28.922105,72.915061,748820,Art gallery manager,1/22/1959,28.938616,,0,-7.56E+18
165926,4/15/2023 7:12,6.7618E+11,fraud_Dash-Karnik Pvt Ltd,travel,7493.61,Indrajit,Bora,,"205, Walia Zila, Srinagar 150298",Dhule,Goa,-44.4567365,,635198,"Engineer, land",4/27/1984,-44.473411,-37.98149,0,4.83E+18
381404,04-03-2024 21:07,6.01159E+15,fraud_Contractor and Sons Pvt Ltd,online_shopping,,Veer,Behl,M,"082, Master Nagar, Mau 841746",Surendranagar Dudhrej,Arunachal Pradesh,-51.6719575,131.634457,446695,"Psychologist, counselling",02-12-1954,-51.659456,131.624268,0,7.05E+18
987961,04-08-2024 07:51,6.01125E+15,,travel,8703.87,Shlok,Manne,F,"H.No. 62, Lalla, Kumbakonam-881755",Kulti,Uttar Pradesh,20.501036,110.70799,966106,Music tutor,04-03-1976,20.519965,110.7191,1,
156001,,4.16561E+15,"fraud_Swamy, Bajaj and Seshadri Pvt Ltd",fitness_and_medical,6193.59,Anahi,Kadakia,M,,Bihar Sharif,Rajasthan,-52.019353,-22.626072,785135,Environmental manager,10-04-1954,-52.006005,-22.617802,1,2.81E+18
266749,9/24/2023 3:13,4.58931E+15,"fraud_Kota, Toor and Kari Pvt Ltd",fitness_and_medical,3455.6,Yuvraj ,Chokshi,M,"H.No. 734, Iyer Marg, Asansol 790250",Imphal,Odisha,57.928407,-132.481942,400080,Occupational therapist,01-06-1997,57.920611,-132.496156,0,-5.89E+17
415926,02-05-2024 07:53,2.13141E+14,"fraud_Chandran, Cheema and Sagar Pvt Ltd",online_shopping,8319.03,Nirvaan,Ranganathan,F,"74/131, Ratta Road, Berhampore-433560",Karawal Nagar,Himachal Pradesh,49.590209,,608154,"Nurse, adult",09-01-1985,49.572426,100.332894,1,3.13E+18
796576,9/15/2023 19:43,4.59E+18,fraud_Choudhary-Gade Pvt Ltd,travel,5606.89,Raghav,Swaminathan,F,"33/905, Bhagat Chowk, Tinsukia 985591",Hazaribagh,Arunachal Pradesh,-0.8489525,-24.150912,767853,"Civil engineer, consulting",08-08-1954,-0.863409,-24.162777,0,-4.17E+18
782224,8/24/2022 9:57,4.79143E+12,fraud_Chada-Kamdar Pvt Ltd,entertainment,6618.41,Badal,Sridhar,F,"88/25, Joshi Circle, Vellore-858848",Nellore,Uttar Pradesh,-22.4143825,149.048961,89993,Trading standards officer,3/29/1995,-22.399591,149.048393,1,2.52E+18
895675,9/26/2022 21:20,6.75915E+11,fraud_Raja LLC Pvt Ltd,entertainment,8304.99,Mehul,Barman,F,"07, Master Nagar, Kamarhati 636914",Ozhukarai,Jharkhand,-63.833627,164.601996,299715,Public affairs consultant,07-08-1970,-63.842864,,0,1.87E+18
351801,01-06-2023 20:39,3.48463E+14,fraud_Gala Inc Pvt Ltd,entertainment,6157.15,Chirag,,M,"H.No. 718, Vohra Marg, Karaikudi-659027",Phusro,Nagaland,65.504006,40.709343,491680,Technical author,08-12-1976,65.490642,40.708242,1,4.72E+18
655070,12/17/2023 10:19,,fraud_Sankar-Virk Pvt Ltd,,224.58,Indrajit,Khalsa,F,"96/150, Tripathi Street, Chennai-104107",Gaya,Mizoram,27.34271,-104.746861,422649,Public relations account executive,06-06-1950,,-104.743802,1,2.33E+18
673754,,4.85E+18,,entertainment,9285.21,Nishith,Uppal,F,"41/24, Chaudhuri, Khandwa-496840",,,33.835807,,774445,"Lighting technician, broadcasting/film/video",02-06-1982,33.854196,-38.987751,1,-2.20E+18
500134,9/26/2023 7:02,6.75988E+11,fraud_Dubey-Dani Pvt Ltd,travel,5569.56,,Shenoy,M,"81/01, Kala Circle, Durgapur 662618",Barasat,Uttarakhand,26.093597,-170.544129,170730,Chiropractor,2/23/1953,26.083455,-170.559992,,-1.83E+18
688703,8/14/2022 2:43,4.51E+18,fraud_Madan-Sood Pvt Ltd,travel,,Romil,,F,"01, Zacharia Path, Purnia 270790",Bhimavaram,Goa,-7.971871,-101.187916,652310,Television/film/video producer,9/27/1991,-7.966032,-101.198805,1,8.86E+18
612969,01-12-2024 14:46,4.81383E+15,fraud_Dave PLC Pvt Ltd,online_shopping,5183.03,Prerak,Dhaliwal,M,"H.No. 201, Mani Road, South Dumdum 684732",Malegaon,Telangana,-59.9405245,78.990873,327185,Homeopath,08-05-1963,-59.956481,78.979357,1,
962128,06-08-2023 03:08,2.26173E+15,fraud_Sandhu Inc Pvt Ltd,travel,3409.81,Tarini,Sundaram,,"H.No. 22, Din, Kanpur-778685",Hospet,Tamil Nadu,,64.746301,366098,,07-12-1962,-8.012901,64.734891,1,-5.43E+18
932881,05-08-2023 17:42,3.00636E+13,fraud_Kadakia-Thakkar Pvt Ltd,online_shopping,5890.18,Manjari,,F,"38, Subramanian Marg, Unnao 408345",Tumkur,,-31.6492195,124.044717,780039,Land/geomatics surveyor,,-31.633527,124.036233,0,8.39E+18
487351,4/20/2022 3:25,3.71729E+14,fraud_Swamy-Sanghvi Pvt Ltd,travel,1700.61,Jayan,Shroff,F,"H.No. 49, Doctor Zila, Panipat-125598",Bhatpara,Punjab,32.9818935,-167.199413,41284,,09-03-1976,,-167.19864,0,2.90E+18
291299,1/19/2024 22:05,3.01836E+13,fraud_Sekhon-Hari Pvt Ltd,travel,8002.78,Indranil,Krishnan,F,"79/38, Boase Nagar, Korba-326088",Gandhinagar,Kerala,53.8657535,63.238813,668561,"Buyer, industrial",12/16/1990,53.868592,63.240466,1,-6.54E+18
166728,11/30/2022 14:29,4.75805E+15,fraud_Mannan Inc Pvt Ltd,online_shopping,3828.61,Veer,Thakur,F,"H.No. 71, Shan Ganj, Bahraich 904398",Guntur,Mizoram,-82.0179695,35.685914,100235,Broadcast journalist,06-02-1987,-82.020555,35.685693,0,4.10E+18
346279,12-04-2022 16:42,5.37624E+15,,online_shopping,2054.77,Akarsh,Buch,F,"H.No. 48, Barman Zila, Visakhapatnam 104944",Orai,Jharkhand,70.469852,155.077634,696951,Art therapist,4/15/1989,70.463963,155.084021,0,9.17E+18
324267,9/15/2023 19:40,1.80019E+14,"fraud_Tiwari, Sarkar and Maharaj Pvt Ltd",fitness_and_medical,4826.28,,Mannan,F,"H.No. 46, Baria Path, Satara 472994",Chittoor,,6.244897,-163.153357,257113,Automotive engineer,,6.226502,-163.134038,0,7.70E+18
807786,,6.55232E+15,fraud_Sathe-Sehgal Pvt Ltd,online_shopping,,Samiha,Ramachandran,M,"H.No. 717, Badal Path, Burhanpur-814788",Mahbubnagar,Arunachal Pradesh,74.041514,-29.693546,59703,,9/15/1975,74.031166,-29.676995,,-1.22E+18
545366,6/24/2022 23:24,3.52587E+15,fraud_Deshpande and Sons Pvt Ltd,,,Krish,Rout,M,"193, Bains Circle, Raebareli-017573",Bidar,Tripura,,96.491893,518930,"Surveyor, rural practice",12/20/2002,-67.417434,96.506031,0,-1.11E+18
504105,,4.99352E+12,fraud_Boase Inc Pvt Ltd,travel,5999.54,Ryan,Gour,,"H.No. 168, Gola Road, Nellore-507914",Tinsukia,West Bengal,-64.68695,-106.540788,759342,"Geneticist, molecular",02-01-1998,-64.703052,-106.550579,0,-2.43E+18
